127,"би есүст хайртай, турк оронд хайртай” гэж хэлснийг гэрчүүд мэдээлжээ"
128,төрийн өмчит компани өрсөлдөх чадвар сайтай байх ёстой
129,энэ дадлага сургуульд иргэн бүр оролцох үүрэгтэй
130,үүний гуравны нэг нь зөвхөн шампуны зах зээл бөгөөд 90 гаруй хувийг нь импортын бүтээгдэхүүн эзэлж байгаа юм
131,тиймээс ардчилсан намаас тасарсан хоёр гишүүнээс ардын намын мөр зэрэгцсэн нөхөд нь зорилгоо биелүүлсэн гэж үзээд хөндийрсөн байх талтай
132,олон улсын “транспаренси интернэшнл” байгууллага 1995 оноос хойш дэлхийн улсуудын “авлигын төсөөллийн индекс”-ийг жил бүр гаргаж байгаа билээ
133,"тоо чанарын хувьд өөрчлөгдөж өссөн байх нийгмийн хэрэгцээ шаардлагыг хангахын тулд эдийн засгийн үзүүлэлт, үйлдвэрлэл үйлчилгээний хэмжээ ямар түвшинд хүрсэн байх шаардлагатайг гаргаж ирнэ"
134,үүний үр дүнд ганц сүүний үйлдвэр булган аймагт бий болсон
135,хичнээн гэмт хэрэгтэн гэмгүй болоод явж байгаа бол..
136,"манай яамны зүгээс цэвэр бохир усны шугамын эх үүсвэр, дэд бүтцийг бий болгох ажлыг тасралтгүй хийсээр байгаа"
137,монгол хүн дэлхийн хаа хүртэл тархсан бол гэдэг нь миний сонирхдог зүйл
138,"туркийн тусгай үүргийн онгоц 21:25 цагт улаанбаатараас хөөрч, вэйсел акчай шөнийн 01:40 цагт эрүүгийн цагдаагийн газраас гарч ирсэн билээ"
139,өнгөрсөн хугацаанд энэ хэрэгтэй холбоотойгоор г.алтан “би энэ сүлжээнд ямар ч хамаагүй
140,"авилгатай тэмцэх үндэсний хөтөлбөрийг хэрэгжүүлэхэд анхаарах асуудлуудын талаар үүрэг, чиглэл өгсөн байна"
141,“хөдөө аж ахуйн салбарыг тогтвортой хөгжүүлэх замаар нэмүү өртгийн сүлжээг бий болгох мастер төлөвлөгөө” төслийг хэрэгжүүлэхээр албан ёсоор шийдвэрлэснийг талууд сайшаан хүлээн авав
142,говь-алтай аймгийн алтай сумын харьяат д.даяндоржтой гэр бүл болж 48 жил ханилсан
143,"нэг л өдөр “pandora” хэмээн нэрлэх болсон дэлхийн 100 гаруй оронд салбартай, алдар нь түгсэн үнэт эдлэлийн брэндийн эхлэлийг тавьжээ"
144,"төр засгийн өндөр, дээд хэмжээний айлчлал, түүнийг дагалдах яриа хэлэлцээнүүд эрчимжиж байв"
145,худалдаалагдаж буй хүнсний бүтээгдэхүүн худалдан авахгүй байх хүнсний бүтээгдэхүүний хадгалалтанд анхаарах
146,николай рерихийн нэрэмжит олон улсын шагналыг гардан авч буйд чин сэтгэлийн талархал илэрхийлье
147,“монгол улсын засгийн газрыг “тогтвортой хөгжил 2030” хөтөлбөрийн хэрэгжилтийн үр дүнд 1 хүнд ногдох үндэсний дундаж орлогыг 10 мянган ам.долларт хүргэх зорилготой
148,анхааруулдаггүй зэрэг зөрчил гаргадгаас тухайн чигт зорчиж буй жолооч нарт харагддаггүй үүнээс шалтгаалан зам тээврийн осол гарах эрсдэлтэй байдаг
149,түүнчлэн та бүхэн удахгүй болох гэж буй сар шинийн баяраар ирж буй зочиддоо ийм төрлийн торыг бэлгэнд сонгож өгвөл нүдээ олсон бэлэг байх болов уу
150,"үйлсэд идэвх санаачилгатай оролцохыг уриалав гэж нийслэлийн засаг даргын тамгын газрын хэвлэл мэдээлэл, олон нийттэй харилцах хэлтсээс мэдээллэв"
151,"холбогдох албаны хүмүүст үүрэг чиглэл өгөхөөр зам, тээврийн хөгжлийн сайд б.энх-амгалан дархан-уул аймаг, төв аймгийн баянчандмань, сүмбэр сумдад ажиллав"
152,нийслэлийн асуудал хариуцсан албан тушаалтны үгийг үл тоох байдлаар зургаан сарын турш зарим ажлыг гацаасан компани байна
153,дутертегийн дэглэмийн эсрэг тэмцэх #babaeako буюу дэлхийн дахиныг давлагаалуулсан #metoo аянтай дүйцэхүйц аяныг эх орондоо эхлүүлснийх нь төлөө уг шагналыг олгосон билээ
154,"онцгой тохиолдлын болон амьжиргааг дэмжих тэтгэмж, 58.8 мянган хүн хөгжлийн бэрхшээлтэй иргэний хөнгөлөлт, тусламж, 342.6 мянган хүн ахмад настны хөнгөлөлт"
155,"тусламж үйлчилгээ, 9.2 мянган хүн алдар цолтой ахмад настны нэмэгдлийг тус тус нийгмийн халамжийн сангаас авахаар төлөвлөгдсөн буй талаар хөдөлмөр, нийгмийн хамгааллын яам мэдээлэв"
156,манайд өдрийн эмчилгээний тасаг гэж бий ч архинд донтогчдыг эмчлэх программаар эмчилгээ явагдаж байна
157,өнөөдөр ямар байдлаар бие сэтгэлээ хөгжөөмөөр байна?
158,өгөх чинь угаас өөрсдийн чинь халааснаас гарахгүй юм чинь
159,ер нь сэтгүүлчид жилийн жилд бичсээр нийслэлийн утааны хор уршиг улиг сэдэв болчихсон
160,"байгууллагуудын хоорондын уялдаа холбоог хангаж ажиллах, ажил эзэнтэй, бие биедээ ацаглаж үлдээдэггүй байхыг анхаармаар байна"
161,манайх тэмээнээс илүү адуу олонтой айл л даа
162,монголчуудын хэчнээн хувь нь төсвөөс хамааралтай амьдардаг вэ
163,"1976 онд п.бадарчийн “есөн эрдэнийн орон” найраглал ерөнхий боловсролын сургуулийн сурах бичигт орсон байдаг агаад энэ бүтээлээр хүүхэд багачууд эх орноо хайрлах анхдагч сэтгэхүй, мэдрэмжээ олж авдаг юм"
164,ард түмнийг төгс төлөөлсөн төр гэж хаана ч байдаггүй
165,"жил бүр зохион байгуулдаг энэхүү хуралдаанд хууль зүй, дотоод хэргийн яам, оросын холбооны улсын дотоод явдлын яам болон цагдаагийн ерөнхий газар, хоёр улсын хил залгаа нутаг дэвсгэрийн цагдаагийн байгууллага"
166,талийгаачдын нэг нь “ажлын газрын залуу маань химийн бодист хордоод хараагүй болчихлоо” хэмээн өмнө нь ярьж байжээ
167,хамгийн сүүлийнхийг нь хэнтийн нуруунд гүнжийн сүмийн ойролцоо тавьсан
168,тиймээс урьдчилан сэргийлэх үзлэг чухал ач холбогдолтой
169,хоруу чанар ихтэй их хэмжээгээр бохирдуулсан бол хариуцлага өндөр байна
170,эдийн засагч хүний хувьд та яаж харж байна?
171,офшор бүсэд ганц с.баярцогт биш өөр цөөнгүй хүн данстай байгаа
172,хамгийн бага үнэ санал болгож байгаа нь тендерт шалгарах үндэслэл болохгүй гэж байна
173,"хууль бус мод бэлтгэл нь монгол орны төдийгүй дэлхий нийтийн хэмжээнд ойн нөөцийг хомсдуулагч, доройтуулагч хүчин зүйлийн нэг болсоор байна"
174,өөр ойрхон эдийн засгийн интеграц байхгүй
175,үүнээс гадна сургууль орчмын үйлчилгээний газруудад ибаримт олгох тал дээр анхаарч хамтран ажиллана гэв
176,хууль сахиулах байгууллагад яагаад хэн ч ханддаггүй юм бол?
177,гэхдээ гэдэс цатгалан явна гэж бараг үгүй шүү
178,товчхондоо гэр хорооллыг хөгжүүлж байж л утаанаас сална
179,"өөрөөр хэлбэл, аливаа асуудлыг шүүх гэж байгаа бол тэр хүн эхлээд судлаач болж хувирах ёстой"
180,өөрөөр хэлбэл бусадтай бус өөртэйгөө байнга өрсөлдөж байж өчигдөр байсан өөрийгөө даван дийлэх явдал илүү чухал юм
181,том охин амарзаяа соёл урлагийн их сургууль ын харьяа дүрслэх урлагийн дээд сургуулийн чимэглэлийн зураач мэргэжилтэй аавын мэргэжлийг өвлөн одоо аймгийн музейд ажилладаг
182,"татварын байгууллагын үйл ажиллагааг бүрэн цахимжуулах, үйлчилгээг илүү чанартай, хүртээмжтэй болгох үүднээс татварын удирдлагын нэгдсэн системийг 2019 оны нэгдүгээр сарын 01-ээс нэвтрүүлэхээр ажиллаж байгааг татварын ерөнхий газраас мэдэгдлээ"
183,ёмиүри сонины сурвалжлагч казахстаны малчин айлд очиж айраг хэрхэн хийдэг талаар талын сүүн зам нэртэй сурвалжилсан тэмдэглэл бичсэнийг та бүхэнд илгээлээ
184,юуны өмнө үйл ажиллагааныхаа талаар танилцуулахгүй юу?
185,улмаар 1922 оны 9 дүгээр сарын 1-ний өдөр ардын засгийн газрын 39 дүгээр хурал тэрхүү комиссын ажилтай холбогдуулан гаргасан тогтоолдоо
186,монгол дуучны нэр болоод дууны нэр танил биш учраас заримыг нь буулгаж чадсангүй
187,"тэр сар гаруйн өмнө сонгуулийн сурталчилгааны үеэрээ бусдад хутгалуулж, өнгөрсөн хугацааг эмнэлгийн орон дээр өнгөрүүлсэн юм"
188,гэтэл энэ хориглолтыг томоор нээгээд өгчихлөө
189,"бидний хүнсэндээ өргөн хэрэглэдэг элсэн чихрийн нэг төрөл болох трихалусыг технологид авч хэрэгжүүлж байгаа тул хүний биед хоргүй, эко арга” хэмээлээ"
190,харин энэ оны долдугаар сард францын нанте хотод 3d технологийн аргаар робот машины хэвлэсэн байшинд анхны гэр бүл нүүж оржээ
191,"бидний үед ингэж л хүүхдүүдийг биеийг нь даалгаж,ажил амьдралд сургадаг байлаа"
192,ямартай ч 40 гаруй жил бидэнд “шувтруулж” байгаа ганц “саалийн үнээ”гээ хаа байсан өмнөд африкийн нэгэн банканд хураалгачхалгүй үлдсэн засгийн газрыг “..
193,гол нь зөв талаас нь ойлгох чухал
194,"гэхдээ хүндэтгэнэ гэдэг нь тухайн хүний зан чанар, нийгэмд эзлэх байр суурь, үйл хэргийг хүндэтгэх"
195,түүгээрээ эцсийн бүтээгдэхүүн болох пальто үйлдвэрлэж байв
196,"монголбанкны ерөнхийлөгч н.баяртсайханы хувь эзэмшдэг компани жижиг, дунд үйлдвэрлэлийг хөгжүүлэх сангаас зээл авсан эсэх тухай тайлбар"
197,varieties of democracy монгол улс авбал зохих 100 онооноос 2017 онд 35 оноо авсан байнa
198,"нэгд, ц.нямдорж сайд үндсэн хуулийн үзэл санаанд харш, эсхүл бодлогын хувьд алдаатай олон хуулийг боловсруулж батлуулахаар улайрч байна"
199,тоонот цагаан гэрийн хадагт утаа өөдөө ай хө
200,зээл аваад сайхан амьдрах гэж байтал хууль саад болоод байгаа гэх юм
201,1970 онд манайх нябо надмидын хашаанд өвөлжиж байхад хавар нь модон дотроос дорго гарч ирж байсан
202,"ингэхдээ нийслэлийн хороо бүрт хадгаламж зээлийн хоршоо байгуулж, тэд нь барьцаа хөрөнгө шаардалгүйгээр тав хүртэл сая төгрөгийг бичил бизнес эрхлэгчдэд олгож байсан"
203,монголын нууц товчоонд 100 тэмээ ачаатай наймаачид явуулсан гэж гардаг
204,"байгаль орчин аялал жуулчлалын яамны усны нөөцийн хэлтсийн дарга л.эрдэнэбулган: ус бохирдуулсны төлбөрийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийн төслийн үзэл баримтлалыг 2017 оны 11 дүгээр сард баталсан"
205,"тэрүүгээр нь эвлүүлэг гэдгийг нь мэргэжлийн хүмүүс, компьютерт оруулж хэлж өгсөн"
